"","eventID","occurrenceID","basisOfRecord","scientificNameID","scientificNameAccepted","taxonRank","kingdom","phylum","class","order","family","genus","recordedBy","organismQuantityType","occurrenceStatus","licence","language"
"2712","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011_occ472","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3012","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011_occ473","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3114","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011_occ474","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3213","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011_occ475","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3312","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011_occ476","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3412","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_barro_vermelho_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_barro_vermelho_2011_occ477","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3912","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_cahial_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_cahial_2010_occ478","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"4012","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_sapata_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_sapata_2010_occ479","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"4112","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_penha_2018","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_penha_2018_occ480","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"4212","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_curuba_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_curuba_2010_occ481","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"4312","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_taci_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_taci_2010_occ482","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"9812","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016_occ483","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"9912","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016_occ484","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10012","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016_occ485","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10114","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016_occ486","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10213","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009_occ487","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10312","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009_occ488","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10612","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009_occ489","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10712","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009_occ490","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"11212","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009_occ491","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"11312","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009_occ492","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"12612","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:rio_de_janeiro_ilha_grande_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:rio_de_janeiro_ilha_grande_2009_occ493","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"13312","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:laje_santos_laje_santos_2008","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:laje_santos_laje_santos_2008_occ494","HumanObservation","urn:lsid:marinespecies.org:taxname:288889","Porites astreoides","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"129","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ571","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"226","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ572","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"353","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ573","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"615","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_das_cordas_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_das_cordas_2011_occ574","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"715","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_buraco_do_inferno_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_buraco_do_inferno_2011_occ575","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1044","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ576","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1119","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ577","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1415","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ578","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1515","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ579","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1615","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_pedras_secas_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_pedras_secas_2011_occ580","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1715","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011_occ581","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1815","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011_occ582","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"2015","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011_occ583","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"2116","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011_occ584","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"2615","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011_occ585","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"2715","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011_occ586","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3015","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011_occ587","HumanObservation","urn:lsid:marinespecies.org:taxname:291119","Stephanocoenia intersepta","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stephanocoenia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
