id	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	year	eventRemarks	higherGeography	country	countryCode	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2005	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:PAREDES_PLEST_2005	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2005	2005	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	plest	NA	NA	-17.88	-38.94	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:SGOMES_SG_2003	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:SGOMES_SG_2003	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2003	2003	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	sg	NA	NA	-17.91	-39.15	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:SGOMES_SG_2004	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:SGOMES_SG_2004	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2004	2004	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	sg	NA	NA	-17.91	-39.15	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:SGOMES_SG_2005	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:SGOMES_SG_2005	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2005	2005	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	sg	NA	NA	-17.91	-39.15	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2003	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2003	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2003	2003	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	NA	NA	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2004	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2004	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2004	2004	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	NA	NA	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2005	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2005	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2005	2005	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	NA	NA	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM2_2003	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM2_2003	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2003	2003	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim2	NA	NA	-17.48	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM2_2004	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM2_2004	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2004	2004	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim2	NA	NA	-17.48	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM2_2005	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM2_2005	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2005	2005	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim2	8.775	8.775	-17.48	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2003	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2003	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2003	2003	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	NA	NA	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2004	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2004	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2004	2004	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	NA	NA	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2005	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2005	Photoquadrats - 0.5 x 0.5 m	0.25	squared meters	4 plots per 10 m lines	2005	2005	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	8.7375	8.7375	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_10_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_10_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_1_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_1_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_2_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_2_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_3_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_3_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_4_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_4_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_5_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_5_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_6_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_6_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_7_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_7_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_8_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_GUARITA_2006_8_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	guarita	3	8	-17.96	-38.69	decimal degrees
