id	language	bibliographicCitation	basisOfRecord	occurrenceID	recordedBy	organismQuantityType	occurrenceStatus	eventID	verbatimIdentification	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video2_537	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video2_occ3971		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video2_537	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video3_538	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video3_occ3972		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video3_538	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video4_539	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video4_occ3973		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video4_539	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video1_541	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video1_occ3974		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video1_541	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video2_542	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video2_occ3975		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video2_542	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video3_543	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video3_occ3976		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video3_543	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video4_544	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video4_occ3977		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video4_544	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_545	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video1_occ3978		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_545	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video3_547	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video3_occ3979		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video3_547	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video4_548	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video4_occ3980		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video4_548	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video6_550	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video6_occ3981		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video6_550	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_551	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video1_occ3982		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_551	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_552	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video2_occ3983		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_552	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video3_553	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video3_occ3984		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video3_553	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video4_554	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video4_occ3985		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video4_554	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_556	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video1_occ3986		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_556	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_557	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video2_occ3987		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_557	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video3_558	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video3_occ3988		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video3_558	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video4_559	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video4_occ3989		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video4_559	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_560	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video1_occ3990		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_560	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_561	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video2_occ3991		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_561	Zoanthus.sociatus	urn:lsid:marinespecies.org:taxname:288843	Animalia	Cnidaria	Hexacorallia	Zoantharia	Zoanthidae	Zoanthus	Species
